ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.RunwaySimulation	runwaysimulation	1590235848237	 	3.3.1
REQUEST	6329		LoginAirline	1590235934341	1590235934343	OK	 
REQUEST	6389		LoginAirline	1590235934341	1590235934343	OK	 
REQUEST	2808		ListRunways	1590235934341	1590235934344	OK	 
REQUEST	4609		EditRunway	1590235934341	1590235934344	OK	 
REQUEST	4589		CreateRunway	1590235934341	1590235934344	OK	 
REQUEST	4569		ListAirports	1590235934341	1590235934345	OK	 
REQUEST	3809		request_9	1590235934341	1590235934345	OK	 
REQUEST	3809		request_9 Redirect 1	1590235934345	1590235934348	OK	 
REQUEST	4629		DeleteRunway	1590235934341	1590235934350	OK	 
REQUEST	429		request_7	1590235934341	1590235934350	OK	 
REQUEST	5489		request_2	1590235934352	1590235934353	OK	 
REQUEST	5449		request_2	1590235934352	1590235934353	OK	 
REQUEST	5509		request_2	1590235934352	1590235934354	OK	 
REQUEST	5469		request_2	1590235934352	1590235934354	OK	 
REQUEST	5489		request_2 Redirect 1	1590235934353	1590235934355	OK	 
REQUEST	5469		request_2 Redirect 1	1590235934355	1590235934356	OK	 
REQUEST	5449		request_2 Redirect 1	1590235934353	1590235934356	OK	 
REQUEST	5509		request_2 Redirect 1	1590235934354	1590235934356	OK	 
USER	AirlineListRunways	1928	END	1590235873269	1590235934362
USER	AirlineListRunways	6810	START	1590235934362	1590235934362
USER	AirlineEditRunway	6850	START	1590235934362	1590235934362
USER	AirlineCreateRunway	6830	START	1590235934362	1590235934362
USER	AirlineDeleteRunway	6870	START	1590235934362	1590235934362
REQUEST	6810		Home	1590235934362	1590235934365	OK	 
REQUEST	6870		Home	1590235934362	1590235934365	OK	 
REQUEST	6830		Home	1590235934362	1590235934365	OK	 
REQUEST	6850		Home	1590235934362	1590235934365	OK	 
REQUEST	3688		ShowAirport	1590235934300	1590235934365	OK	 
REQUEST	6390		LoginAirline	1590235934393	1590235934394	OK	 
REQUEST	6330		LoginAirline	1590235934393	1590235934394	OK	 
REQUEST	6350		LoginAirline	1590235934393	1590235934395	OK	 
REQUEST	4570		ListAirports	1590235934393	1590235934395	OK	 
REQUEST	6370		LoginAirline	1590235934393	1590235934395	OK	 
REQUEST	3810		request_9	1590235934393	1590235934396	OK	 
REQUEST	2809		ListRunways	1590235934393	1590235934397	OK	 
REQUEST	4590		CreateRunway	1590235934393	1590235934397	OK	 
REQUEST	4610		EditRunway	1590235934393	1590235934397	OK	 
USER	AirlineDeleteRunway	4230	END	1590235901362	1590235934398
USER	AirlineEditRunway	2610	END	1590235881362	1590235934398
REQUEST	5510		request_2	1590235934398	1590235934399	OK	 
REQUEST	5470		request_2	1590235934398	1590235934399	OK	 
REQUEST	3810		request_9 Redirect 1	1590235934396	1590235934400	OK	 
REQUEST	5450		request_2	1590235934398	1590235934401	OK	 
REQUEST	5510		request_2 Redirect 1	1590235934399	1590235934401	OK	 
REQUEST	5470		request_2 Redirect 1	1590235934399	1590235934401	OK	 
REQUEST	5490		request_2	1590235934398	1590235934402	OK	 
REQUEST	430		request_7	1590235934393	1590235934403	OK	 
REQUEST	5450		request_2 Redirect 1	1590235934401	1590235934403	OK	 
REQUEST	4630		DeleteRunway	1590235934393	1590235934403	OK	 
REQUEST	5490		request_2 Redirect 1	1590235934402	1590235934405	OK	 
REQUEST	3689		ShowAirport	1590235934352	1590235934406	OK	 
USER	AirlineEditRunway	6851	START	1590235934407	1590235934407
USER	AirlineListRunways	6811	START	1590235934407	1590235934407
USER	AirlineCreateRunway	6831	START	1590235934407	1590235934407
USER	AirlineDeleteRunway	6871	START	1590235934407	1590235934407
REQUEST	6831		Home	1590235934408	1590235934410	OK	 
REQUEST	6851		Home	1590235934408	1590235934411	OK	 
REQUEST	6871		Home	1590235934408	1590235934411	OK	 
REQUEST	6811		Home	1590235934408	1590235934411	OK	 
REQUEST	6371		LoginAirline	1590235934428	1590235934428	OK	 
REQUEST	6331		LoginAirline	1590235934428	1590235934430	OK	 
REQUEST	6351		LoginAirline	1590235934428	1590235934430	OK	 
REQUEST	6391		LoginAirline	1590235934428	1590235934430	OK	 
REQUEST	4571		ListAirports	1590235934428	1590235934430	OK	 
REQUEST	2810		ListRunways	1590235934428	1590235934430	OK	 
REQUEST	4591		CreateRunway	1590235934428	1590235934431	OK	 
REQUEST	4611		EditRunway	1590235934428	1590235934431	OK	 
REQUEST	4631		DeleteRunway	1590235934428	1590235934434	OK	 
REQUEST	5491		request_2	1590235934438	1590235934438	OK	 
REQUEST	5511		request_2	1590235934438	1590235934438	OK	 
REQUEST	3811		request_9	1590235934438	1590235934440	OK	 
REQUEST	5471		request_2	1590235934438	1590235934440	OK	 
REQUEST	5451		request_2	1590235934438	1590235934440	OK	 
REQUEST	5491		request_2 Redirect 1	1590235934438	1590235934441	OK	 
REQUEST	5511		request_2 Redirect 1	1590235934438	1590235934441	OK	 
REQUEST	5471		request_2 Redirect 1	1590235934441	1590235934443	OK	 
REQUEST	5451		request_2 Redirect 1	1590235934441	1590235934443	OK	 
REQUEST	431		request_7	1590235934438	1590235934444	OK	 
REQUEST	3811		request_9 Redirect 1	1590235934440	1590235934444	OK	 
USER	AirlineEditRunway	2611	END	1590235881413	1590235934448
USER	AirlineDeleteRunway	4231	END	1590235901407	1590235934448
REQUEST	3690		ShowAirport	1590235934398	1590235934449	OK	 
USER	AirlineCreateRunway	6832	START	1590235934457	1590235934457
USER	AirlineListRunways	6812	START	1590235934457	1590235934457
USER	AirlineEditRunway	6852	START	1590235934457	1590235934457
USER	AirlineDeleteRunway	6872	START	1590235934457	1590235934457
REQUEST	6832		Home	1590235934458	1590235934460	OK	 
REQUEST	6812		Home	1590235934458	1590235934460	OK	 
REQUEST	6852		Home	1590235934458	1590235934461	OK	 
REQUEST	6872		Home	1590235934458	1590235934461	OK	 
USER	AirlineListRunways	1929	END	1590235873321	1590235934478
REQUEST	4572		ListAirports	1590235934478	1590235934479	OK	 
REQUEST	4592		CreateRunway	1590235934478	1590235934479	OK	 
REQUEST	4612		EditRunway	1590235934478	1590235934481	OK	 
REQUEST	4632		DeleteRunway	1590235934478	1590235934483	OK	 
REQUEST	3691		ShowAirport	1590235934438	1590235934485	OK	 
USER	AirlineDeleteRunway	4232	END	1590235901458	1590235934488
USER	AirlineEditRunway	2612	END	1590235881458	1590235934488
REQUEST	5512		request_2	1590235934487	1590235934488	OK	 
REQUEST	6352		LoginAirline	1590235934488	1590235934488	OK	 
REQUEST	6332		LoginAirline	1590235934488	1590235934488	OK	 
REQUEST	6392		LoginAirline	1590235934488	1590235934488	OK	 
REQUEST	5452		request_2	1590235934487	1590235934489	OK	 
REQUEST	5472		request_2	1590235934488	1590235934489	OK	 
REQUEST	6372		LoginAirline	1590235934488	1590235934489	OK	 
REQUEST	5492		request_2	1590235934488	1590235934491	OK	 
REQUEST	3812		request_9	1590235934488	1590235934491	OK	 
REQUEST	2811		ListRunways	1590235934488	1590235934491	OK	 
REQUEST	5512		request_2 Redirect 1	1590235934488	1590235934491	OK	 
REQUEST	5472		request_2 Redirect 1	1590235934490	1590235934492	OK	 
REQUEST	5452		request_2 Redirect 1	1590235934489	1590235934492	OK	 
REQUEST	5492		request_2 Redirect 1	1590235934491	1590235934493	OK	 
REQUEST	432		request_7	1590235934487	1590235934494	OK	 
REQUEST	3812		request_9 Redirect 1	1590235934491	1590235934494	OK	 
USER	AirlineListRunways	1931	END	1590235873418	1590235934498
USER	AirlineListRunways	6813	START	1590235934507	1590235934507
USER	AirlineDeleteRunway	6873	START	1590235934507	1590235934507
USER	AirlineEditRunway	6853	START	1590235934507	1590235934507
USER	AirlineCreateRunway	6833	START	1590235934507	1590235934507
REQUEST	6873		Home	1590235934508	1590235934510	OK	 
REQUEST	6833		Home	1590235934508	1590235934510	OK	 
REQUEST	6853		Home	1590235934508	1590235934510	OK	 
REQUEST	6813		Home	1590235934508	1590235934511	OK	 
USER	AirlineListRunways	1930	END	1590235873372	1590235934518
USER	AirlineDeleteRunway	4233	END	1590235901509	1590235934538
USER	AirlineEditRunway	2613	END	1590235881510	1590235934538
REQUEST	6333		LoginAirline	1590235934538	1590235934540	OK	 
REQUEST	6353		LoginAirline	1590235934538	1590235934540	OK	 
REQUEST	6393		LoginAirline	1590235934538	1590235934540	OK	 
REQUEST	2812		ListRunways	1590235934538	1590235934541	OK	 
REQUEST	4613		EditRunway	1590235934538	1590235934541	OK	 
REQUEST	4593		CreateRunway	1590235934538	1590235934541	OK	 
REQUEST	4573		ListAirports	1590235934538	1590235934541	OK	 
REQUEST	6373		LoginAirline	1590235934538	1590235934541	OK	 
REQUEST	3813		request_9	1590235934538	1590235934542	OK	 
REQUEST	3813		request_9 Redirect 1	1590235934542	1590235934545	OK	 
REQUEST	4633		DeleteRunway	1590235934538	1590235934546	OK	 
REQUEST	433		request_7	1590235934538	1590235934547	OK	 
REQUEST	3692		ShowAirport	1590235934497	1590235934549	OK	 
REQUEST	5513		request_2	1590235934549	1590235934550	OK	 
REQUEST	5453		request_2	1590235934549	1590235934550	OK	 
REQUEST	5493		request_2	1590235934549	1590235934551	OK	 
REQUEST	5473		request_2	1590235934549	1590235934551	OK	 
REQUEST	5493		request_2 Redirect 1	1590235934551	1590235934552	OK	 
REQUEST	5473		request_2 Redirect 1	1590235934551	1590235934552	OK	 
REQUEST	5513		request_2 Redirect 1	1590235934550	1590235934552	OK	 
REQUEST	5453		request_2 Redirect 1	1590235934550	1590235934552	OK	 
USER	AirlineListRunways	1932	END	1590235873469	1590235934559
USER	AirlineEditRunway	6854	START	1590235934559	1590235934559
USER	AirlineDeleteRunway	6874	START	1590235934559	1590235934559
USER	AirlineCreateRunway	6834	START	1590235934559	1590235934559
USER	AirlineListRunways	6814	START	1590235934559	1590235934559
REQUEST	6834		Home	1590235934559	1590235934562	OK	 
REQUEST	6874		Home	1590235934559	1590235934562	OK	 
REQUEST	6814		Home	1590235934559	1590235934562	OK	 
REQUEST	6854		Home	1590235934559	1590235934562	OK	 
REQUEST	2813		ListRunways	1590235934579	1590235934581	OK	 
REQUEST	6374		LoginAirline	1590235934589	1590235934591	OK	 
REQUEST	6354		LoginAirline	1590235934589	1590235934591	OK	 
REQUEST	6334		LoginAirline	1590235934589	1590235934591	OK	 
REQUEST	6394		LoginAirline	1590235934589	1590235934592	OK	 
REQUEST	4614		EditRunway	1590235934589	1590235934592	OK	 
REQUEST	4574		ListAirports	1590235934589	1590235934593	OK	 
REQUEST	4594		CreateRunway	1590235934589	1590235934593	OK	 
REQUEST	4634		DeleteRunway	1590235934589	1590235934595	OK	 
REQUEST	3693		ShowAirport	1590235934549	1590235934597	OK	 
REQUEST	434		request_7	1590235934589	1590235934598	OK	 
USER	AirlineEditRunway	2614	END	1590235881561	1590235934599
USER	AirlineDeleteRunway	4234	END	1590235901559	1590235934599
USER	AirlineListRunways	1933	END	1590235873520	1590235934599
REQUEST	5454		request_2	1590235934599	1590235934600	OK	 
REQUEST	5474		request_2	1590235934599	1590235934600	OK	 
REQUEST	5494		request_2	1590235934599	1590235934601	OK	 
REQUEST	3814		request_9	1590235934599	1590235934601	OK	 
REQUEST	5454		request_2 Redirect 1	1590235934600	1590235934602	OK	 
REQUEST	5514		request_2	1590235934599	1590235934602	OK	 
REQUEST	5494		request_2 Redirect 1	1590235934601	1590235934603	OK	 
REQUEST	5474		request_2 Redirect 1	1590235934600	1590235934603	OK	 
REQUEST	3814		request_9 Redirect 1	1590235934601	1590235934604	OK	 
REQUEST	5514		request_2 Redirect 1	1590235934602	1590235934604	OK	 
USER	AirlineEditRunway	6855	START	1590235934609	1590235934609
USER	AirlineCreateRunway	6835	START	1590235934609	1590235934609
USER	AirlineListRunways	6815	START	1590235934609	1590235934609
USER	AirlineDeleteRunway	6875	START	1590235934609	1590235934609
REQUEST	6875		Home	1590235934609	1590235934612	OK	 
REQUEST	6835		Home	1590235934609	1590235934612	OK	 
REQUEST	6855		Home	1590235934609	1590235934612	OK	 
REQUEST	6815		Home	1590235934609	1590235934612	OK	 
REQUEST	4575		ListAirports	1590235934631	1590235934633	OK	 
REQUEST	4595		CreateRunway	1590235934631	1590235934633	OK	 
REQUEST	4635		DeleteRunway	1590235934631	1590235934638	OK	 
USER	AirlineDeleteRunway	4235	END	1590235901610	1590235934641
USER	AirlineEditRunway	2615	END	1590235881607	1590235934641
REQUEST	6375		LoginAirline	1590235934641	1590235934642	OK	 
REQUEST	6355		LoginAirline	1590235934641	1590235934643	OK	 
REQUEST	6395		LoginAirline	1590235934641	1590235934643	OK	 
REQUEST	4615		EditRunway	1590235934641	1590235934643	OK	 
REQUEST	2814		ListRunways	1590235934641	1590235934643	OK	 
REQUEST	6335		LoginAirline	1590235934641	1590235934644	OK	 
REQUEST	435		request_7	1590235934641	1590235934646	OK	 
REQUEST	3694		ShowAirport	1590235934599	1590235934648	OK	 
REQUEST	5495		request_2	1590235934652	1590235934653	OK	 
REQUEST	5475		request_2	1590235934652	1590235934653	OK	 
REQUEST	5455		request_2	1590235934652	1590235934653	OK	 
REQUEST	5515		request_2	1590235934652	1590235934653	OK	 
REQUEST	3815		request_9	1590235934652	1590235934654	OK	 
REQUEST	5495		request_2 Redirect 1	1590235934653	1590235934654	OK	 
REQUEST	5455		request_2 Redirect 1	1590235934653	1590235934654	OK	 
REQUEST	5515		request_2 Redirect 1	1590235934654	1590235934655	OK	 
REQUEST	5475		request_2 Redirect 1	1590235934653	1590235934656	OK	 
REQUEST	3815		request_9 Redirect 1	1590235934654	1590235934657	OK	 
USER	AirlineDeleteRunway	6876	START	1590235934662	1590235934662
USER	AirlineEditRunway	6856	START	1590235934662	1590235934662
USER	AirlineCreateRunway	6836	START	1590235934662	1590235934662
USER	AirlineListRunways	6816	START	1590235934662	1590235934662
REQUEST	6876		Home	1590235934662	1590235934664	OK	 
REQUEST	6836		Home	1590235934662	1590235934665	OK	 
REQUEST	6856		Home	1590235934662	1590235934665	OK	 
REQUEST	6816		Home	1590235934662	1590235934665	OK	 
USER	AirlineListRunways	1934	END	1590235873570	1590235934678
USER	AirlineDeleteRunway	4236	END	1590235901661	1590235934688
USER	AirlineEditRunway	2616	END	1590235881658	1590235934688
REQUEST	5516		request_2	1590235934688	1590235934688	OK	 
REQUEST	5476		request_2	1590235934688	1590235934689	OK	 
REQUEST	5496		request_2	1590235934688	1590235934689	OK	 
REQUEST	6376		LoginAirline	1590235934688	1590235934689	OK	 
REQUEST	6356		LoginAirline	1590235934688	1590235934689	OK	 
REQUEST	6336		LoginAirline	1590235934688	1590235934690	OK	 
REQUEST	4576		ListAirports	1590235934688	1590235934690	OK	 
REQUEST	6396		LoginAirline	1590235934688	1590235934690	OK	 
REQUEST	5516		request_2 Redirect 1	1590235934688	1590235934691	OK	 
REQUEST	4616		EditRunway	1590235934688	1590235934691	OK	 
REQUEST	3816		request_9	1590235934688	1590235934692	OK	 
REQUEST	5496		request_2 Redirect 1	1590235934689	1590235934692	OK	 
REQUEST	5476		request_2 Redirect 1	1590235934689	1590235934692	OK	 
REQUEST	4596		CreateRunway	1590235934688	1590235934692	OK	 
REQUEST	3816		request_9 Redirect 1	1590235934692	1590235934695	OK	 
REQUEST	4636		DeleteRunway	1590235934688	1590235934695	OK	 
REQUEST	436		request_7	1590235934688	1590235934696	OK	 
USER	AirlineListRunways	1935	END	1590235873621	1590235934698
REQUEST	5456		request_2	1590235934698	1590235934700	OK	 
REQUEST	2815		ListRunways	1590235934698	1590235934700	OK	 
REQUEST	5456		request_2 Redirect 1	1590235934700	1590235934701	OK	 
REQUEST	3695		ShowAirport	1590235934652	1590235934704	OK	 
USER	AirlineDeleteRunway	6877	START	1590235934708	1590235934708
USER	AirlineCreateRunway	6837	START	1590235934708	1590235934708
USER	AirlineEditRunway	6857	START	1590235934708	1590235934708
USER	AirlineListRunways	6817	START	1590235934708	1590235934708
REQUEST	6877		Home	1590235934708	1590235934710	OK	 
REQUEST	6817		Home	1590235934708	1590235934711	OK	 
REQUEST	6837		Home	1590235934708	1590235934711	OK	 
REQUEST	6857		Home	1590235934708	1590235934711	OK	 
USER	AirlineDeleteRunway	4237	END	1590235901712	1590235934741
USER	AirlineEditRunway	2617	END	1590235881709	1590235934741
REQUEST	5457		request_2	1590235934741	1590235934741	OK	 
REQUEST	6377		LoginAirline	1590235934741	1590235934741	OK	 
REQUEST	6397		LoginAirline	1590235934741	1590235934742	OK	 
REQUEST	6337		LoginAirline	1590235934741	1590235934742	OK	 
REQUEST	6357		LoginAirline	1590235934741	1590235934742	OK	 
REQUEST	5497		request_2	1590235934741	1590235934743	OK	 
REQUEST	5477		request_2	1590235934741	1590235934743	OK	 
REQUEST	4577		ListAirports	1590235934741	1590235934743	OK	 
REQUEST	5497		request_2 Redirect 1	1590235934743	1590235934743	OK	 
REQUEST	3817		request_9	1590235934741	1590235934744	OK	 
REQUEST	4597		CreateRunway	1590235934741	1590235934744	OK	 
REQUEST	4617		EditRunway	1590235934741	1590235934744	OK	 
REQUEST	5517		request_2	1590235934741	1590235934745	OK	 
REQUEST	5457		request_2 Redirect 1	1590235934741	1590235934745	OK	 
REQUEST	5477		request_2 Redirect 1	1590235934743	1590235934745	OK	 
REQUEST	3696		ShowAirport	1590235934698	1590235934746	OK	 
REQUEST	5517		request_2 Redirect 1	1590235934745	1590235934747	OK	 
REQUEST	3817		request_9 Redirect 1	1590235934744	1590235934747	OK	 
REQUEST	437		request_7	1590235934741	1590235934748	OK	 
REQUEST	4637		DeleteRunway	1590235934741	1590235934749	OK	 
USER	AirlineListRunways	1936	END	1590235873671	1590235934751
USER	AirlineDeleteRunway	6878	START	1590235934761	1590235934761
USER	AirlineCreateRunway	6838	START	1590235934761	1590235934761
USER	AirlineListRunways	6818	START	1590235934761	1590235934761
USER	AirlineEditRunway	6858	START	1590235934761	1590235934761
REQUEST	6878		Home	1590235934761	1590235934763	OK	 
REQUEST	6838		Home	1590235934761	1590235934763	OK	 
REQUEST	6858		Home	1590235934761	1590235934763	OK	 
REQUEST	6818		Home	1590235934761	1590235934764	OK	 
REQUEST	4578		ListAirports	1590235934781	1590235934782	OK	 
REQUEST	4598		CreateRunway	1590235934781	1590235934782	OK	 
REQUEST	3818		request_9	1590235934781	1590235934783	OK	 
REQUEST	4618		EditRunway	1590235934781	1590235934784	OK	 
REQUEST	3818		request_9 Redirect 1	1590235934783	1590235934786	OK	 
REQUEST	438		request_7	1590235934781	1590235934787	OK	 
REQUEST	4638		DeleteRunway	1590235934781	1590235934788	OK	 
USER	AirlineEditRunway	2618	END	1590235881759	1590235934791
USER	AirlineDeleteRunway	4238	END	1590235901757	1590235934791
REQUEST	6398		LoginAirline	1590235934791	1590235934791	OK	 
REQUEST	6378		LoginAirline	1590235934791	1590235934791	OK	 
REQUEST	6358		LoginAirline	1590235934791	1590235934791	OK	 
REQUEST	6338		LoginAirline	1590235934791	1590235934792	OK	 
REQUEST	5478		request_2	1590235934791	1590235934792	OK	 
REQUEST	5518		request_2	1590235934791	1590235934792	OK	 
REQUEST	5458		request_2	1590235934791	1590235934792	OK	 
REQUEST	5498		request_2	1590235934791	1590235934792	OK	 
REQUEST	5498		request_2 Redirect 1	1590235934792	1590235934794	OK	 
REQUEST	5518		request_2 Redirect 1	1590235934792	1590235934794	OK	 
REQUEST	5478		request_2 Redirect 1	1590235934792	1590235934794	OK	 
