ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	acmevolar.performance.AirlineConsultaVuelo	airlineconsultavuelo	1589281407539	 	3.3.1
REQUEST	4254		Home	1589281493875	1589281493878	OK	 
REQUEST	2803		AirlineLogged Redirect 1	1589281493877	1589281493879	OK	 
REQUEST	2253		ListMyFlights	1589281493875	1589281493880	OK	 
REQUEST	1503		ShowFlight	1589281493879	1589281493881	OK	 
USER	AirlineConsultaVuelo	1103	END	1589281430849	1589281493890
USER	AirlineConsultaVuelo	4255	START	1589281493889	1589281493889
REQUEST	2804		AirlineLogged	1589281493889	1589281493890	OK	 
REQUEST	3904		Login	1589281493889	1589281493890	OK	 
REQUEST	2804		AirlineLogged Redirect 1	1589281493890	1589281493892	OK	 
REQUEST	4255		Home	1589281493890	1589281493892	OK	 
USER	AirlineConsultaVuelo	1104	END	1589281430871	1589281493900
REQUEST	3905		Login	1589281493900	1589281493901	OK	 
REQUEST	1504		ShowFlight	1589281493900	1589281493903	OK	 
REQUEST	2254		ListMyFlights	1589281493900	1589281493905	OK	 
USER	AirlineConsultaVuelo	4256	START	1589281493911	1589281493911
REQUEST	4256		Home	1589281493911	1589281493913	OK	 
USER	AirlineConsultaVuelo	1105	END	1589281430891	1589281493922
REQUEST	2805		AirlineLogged	1589281493922	1589281493923	OK	 
REQUEST	1505		ShowFlight	1589281493922	1589281493925	OK	 
REQUEST	2805		AirlineLogged Redirect 1	1589281493923	1589281493925	OK	 
REQUEST	2255		ListMyFlights	1589281493922	1589281493926	OK	 
USER	AirlineConsultaVuelo	4257	START	1589281493933	1589281493933
REQUEST	3906		Login	1589281493933	1589281493933	OK	 
REQUEST	4257		Home	1589281493933	1589281493935	OK	 
USER	AirlineConsultaVuelo	1106	END	1589281430912	1589281493943
REQUEST	2806		AirlineLogged	1589281493943	1589281493945	OK	 
REQUEST	1506		ShowFlight	1589281493943	1589281493947	OK	 
REQUEST	2806		AirlineLogged Redirect 1	1589281493945	1589281493947	OK	 
REQUEST	2256		ListMyFlights	1589281493943	1589281493947	OK	 
USER	AirlineConsultaVuelo	4258	START	1589281493954	1589281493954
REQUEST	2807		AirlineLogged	1589281493954	1589281493955	OK	 
REQUEST	3907		Login	1589281493954	1589281493955	OK	 
REQUEST	2807		AirlineLogged Redirect 1	1589281493956	1589281493957	OK	 
REQUEST	4258		Home	1589281493955	1589281493957	OK	 
USER	AirlineConsultaVuelo	1107	END	1589281430932	1589281493969
USER	AirlineConsultaVuelo	4259	START	1589281493969	1589281493969
REQUEST	2808		AirlineLogged	1589281493969	1589281493970	OK	 
REQUEST	3908		Login	1589281493969	1589281493970	OK	 
REQUEST	2257		ListMyFlights	1589281493967	1589281493971	OK	 
REQUEST	1507		ShowFlight	1589281493969	1589281493972	OK	 
REQUEST	4259		Home	1589281493969	1589281493973	OK	 
REQUEST	2808		AirlineLogged Redirect 1	1589281493970	1589281493973	OK	 
REQUEST	1508		ShowFlight	1589281493979	1589281493981	OK	 
REQUEST	2258		ListMyFlights	1589281493979	1589281493983	OK	 
USER	AirlineConsultaVuelo	1108	END	1589281430953	1589281493989
USER	AirlineConsultaVuelo	4260	START	1589281493989	1589281493989
REQUEST	3909		Login	1589281493989	1589281493990	OK	 
REQUEST	4260		Home	1589281493989	1589281493992	OK	 
USER	AirlineConsultaVuelo	1109	END	1589281430969	1589281493999
REQUEST	2809		AirlineLogged	1589281493999	1589281494000	OK	 
REQUEST	1509		ShowFlight	1589281493999	1589281494003	OK	 
REQUEST	2809		AirlineLogged Redirect 1	1589281494000	1589281494003	OK	 
REQUEST	2259		ListMyFlights	1589281493999	1589281494005	OK	 
USER	AirlineConsultaVuelo	4261	START	1589281494010	1589281494010
REQUEST	3910		Login	1589281494010	1589281494011	OK	 
REQUEST	4261		Home	1589281494010	1589281494012	OK	 
REQUEST	2810		AirlineLogged	1589281494020	1589281494022	OK	 
REQUEST	1510		ShowFlight	1589281494020	1589281494023	OK	 
REQUEST	2810		AirlineLogged Redirect 1	1589281494022	1589281494024	OK	 
REQUEST	2260		ListMyFlights	1589281494020	1589281494024	OK	 
USER	AirlineConsultaVuelo	1110	END	1589281430989	1589281494031
USER	AirlineConsultaVuelo	4262	START	1589281494031	1589281494031
REQUEST	3911		Login	1589281494031	1589281494032	OK	 
REQUEST	4262		Home	1589281494031	1589281494034	OK	 
USER	AirlineConsultaVuelo	1111	END	1589281431009	1589281494042
REQUEST	3912		Login	1589281494042	1589281494043	OK	 
REQUEST	2811		AirlineLogged	1589281494042	1589281494044	OK	 
REQUEST	2812		AirlineLogged	1589281494042	1589281494044	OK	 
REQUEST	1511		ShowFlight	1589281494042	1589281494045	OK	 
REQUEST	2811		AirlineLogged Redirect 1	1589281494044	1589281494046	OK	 
REQUEST	2812		AirlineLogged Redirect 1	1589281494044	1589281494046	OK	 
REQUEST	2261		ListMyFlights	1589281494042	1589281494046	OK	 
USER	AirlineConsultaVuelo	1112	END	1589281431030	1589281494052
USER	AirlineConsultaVuelo	4263	START	1589281494052	1589281494052
REQUEST	1512		ShowFlight	1589281494052	1589281494055	OK	 
REQUEST	4263		Home	1589281494052	1589281494055	OK	 
REQUEST	2262		ListMyFlights	1589281494052	1589281494057	OK	 
USER	AirlineConsultaVuelo	4264	START	1589281494074	1589281494074
REQUEST	3913		Login	1589281494074	1589281494075	OK	 
REQUEST	4264		Home	1589281494074	1589281494077	OK	 
REQUEST	2813		AirlineLogged	1589281494079	1589281494080	OK	 
REQUEST	2813		AirlineLogged Redirect 1	1589281494080	1589281494082	OK	 
REQUEST	2263		ListMyFlights	1589281494079	1589281494083	OK	 
USER	AirlineConsultaVuelo	1113	END	1589281431052	1589281494089
USER	AirlineConsultaVuelo	4265	START	1589281494089	1589281494089
REQUEST	3914		Login	1589281494089	1589281494090	OK	 
REQUEST	1513		ShowFlight	1589281494089	1589281494092	OK	 
REQUEST	4265		Home	1589281494089	1589281494092	OK	 
REQUEST	1514		ShowFlight	1589281494099	1589281494101	OK	 
REQUEST	2264		ListMyFlights	1589281494099	1589281494103	OK	 
USER	AirlineConsultaVuelo	1114	END	1589281431074	1589281494110
USER	AirlineConsultaVuelo	4266	START	1589281494110	1589281494110
REQUEST	2814		AirlineLogged	1589281494110	1589281494111	OK	 
REQUEST	3915		Login	1589281494110	1589281494111	OK	 
REQUEST	2814		AirlineLogged Redirect 1	1589281494111	1589281494113	OK	 
REQUEST	4266		Home	1589281494110	1589281494113	OK	 
REQUEST	1515		ShowFlight	1589281494120	1589281494122	OK	 
REQUEST	2265		ListMyFlights	1589281494120	1589281494124	OK	 
USER	AirlineConsultaVuelo	1115	END	1589281431089	1589281494130
USER	AirlineConsultaVuelo	4267	START	1589281494130	1589281494130
REQUEST	2815		AirlineLogged	1589281494130	1589281494131	OK	 
REQUEST	2815		AirlineLogged Redirect 1	1589281494131	1589281494133	OK	 
REQUEST	4267		Home	1589281494130	1589281494133	OK	 
REQUEST	3916		Login	1589281494141	1589281494142	OK	 
REQUEST	2816		AirlineLogged	1589281494141	1589281494143	OK	 
REQUEST	2816		AirlineLogged Redirect 1	1589281494143	1589281494145	OK	 
REQUEST	2267		ListMyFlights	1589281494141	1589281494145	OK	 
REQUEST	2266		ListMyFlights	1589281494141	1589281494146	OK	 
USER	AirlineConsultaVuelo	1116	END	1589281431110	1589281494152
USER	AirlineConsultaVuelo	4268	START	1589281494152	1589281494152
REQUEST	3917		Login	1589281494152	1589281494153	OK	 
REQUEST	1516		ShowFlight	1589281494152	1589281494155	OK	 
REQUEST	4268		Home	1589281494152	1589281494155	OK	 
USER	AirlineConsultaVuelo	1117	END	1589281431130	1589281494163
REQUEST	2817		AirlineLogged	1589281494163	1589281494164	OK	 
REQUEST	2817		AirlineLogged Redirect 1	1589281494164	1589281494165	OK	 
USER	AirlineConsultaVuelo	4269	START	1589281494174	1589281494174
REQUEST	3918		Login	1589281494174	1589281494175	OK	 
REQUEST	1517		ShowFlight	1589281494174	1589281494177	OK	 
REQUEST	4269		Home	1589281494174	1589281494177	OK	 
USER	AirlineConsultaVuelo	1118	END	1589281431152	1589281494179
REQUEST	2818		AirlineLogged	1589281494179	1589281494181	OK	 
REQUEST	1518		ShowFlight	1589281494179	1589281494181	OK	 
REQUEST	2818		AirlineLogged Redirect 1	1589281494181	1589281494184	OK	 
REQUEST	2268		ListMyFlights	1589281494179	1589281494185	OK	 
USER	AirlineConsultaVuelo	4270	START	1589281494189	1589281494189
REQUEST	3919		Login	1589281494189	1589281494190	OK	 
REQUEST	4270		Home	1589281494189	1589281494192	OK	 
REQUEST	2819		AirlineLogged	1589281494199	1589281494201	OK	 
REQUEST	1519		ShowFlight	1589281494199	1589281494201	OK	 
REQUEST	2819		AirlineLogged Redirect 1	1589281494201	1589281494203	OK	 
REQUEST	2269		ListMyFlights	1589281494199	1589281494203	OK	 
USER	AirlineConsultaVuelo	1119	END	1589281431173	1589281494210
USER	AirlineConsultaVuelo	4271	START	1589281494210	1589281494210
REQUEST	3920		Login	1589281494210	1589281494211	OK	 
REQUEST	4271		Home	1589281494210	1589281494212	OK	 
USER	AirlineConsultaVuelo	1120	END	1589281431189	1589281494220
REQUEST	2820		AirlineLogged	1589281494220	1589281494222	OK	 
REQUEST	2821		AirlineLogged	1589281494220	1589281494222	OK	 
REQUEST	2820		AirlineLogged Redirect 1	1589281494222	1589281494224	OK	 
REQUEST	2821		AirlineLogged Redirect 1	1589281494222	1589281494224	OK	 
REQUEST	2270		ListMyFlights	1589281494220	1589281494224	OK	 
USER	AirlineConsultaVuelo	4272	START	1589281494230	1589281494230
REQUEST	3921		Login	1589281494230	1589281494231	OK	 
REQUEST	1520		ShowFlight	1589281494230	1589281494233	OK	 
REQUEST	4272		Home	1589281494231	1589281494234	OK	 
REQUEST	2271		ListMyFlights	1589281494230	1589281494235	OK	 
USER	AirlineConsultaVuelo	1121	END	1589281431209	1589281494241
REQUEST	1521		ShowFlight	1589281494241	1589281494244	OK	 
USER	AirlineConsultaVuelo	4273	START	1589281494252	1589281494252
REQUEST	3922		Login	1589281494252	1589281494253	OK	 
REQUEST	4273		Home	1589281494252	1589281494255	OK	 
REQUEST	2822		AirlineLogged	1589281494262	1589281494264	OK	 
REQUEST	1522		ShowFlight	1589281494262	1589281494265	OK	 
REQUEST	2822		AirlineLogged Redirect 1	1589281494264	1589281494266	OK	 
REQUEST	2272		ListMyFlights	1589281494262	1589281494267	OK	 
USER	AirlineConsultaVuelo	1122	END	1589281431231	1589281494273
USER	AirlineConsultaVuelo	4274	START	1589281494273	1589281494273
REQUEST	3923		Login	1589281494273	1589281494274	OK	 
REQUEST	4274		Home	1589281494273	1589281494276	OK	 
REQUEST	3924		Login	1589281494284	1589281494285	OK	 
REQUEST	2823		AirlineLogged	1589281494284	1589281494286	OK	 
REQUEST	2823		AirlineLogged Redirect 1	1589281494286	1589281494287	OK	 
REQUEST	2273		ListMyFlights	1589281494284	1589281494288	OK	 
USER	AirlineConsultaVuelo	1123	END	1589281431252	1589281494289
USER	AirlineConsultaVuelo	4275	START	1589281494289	1589281494289
REQUEST	4275		Home	1589281494289	1589281494291	OK	 
REQUEST	2274		ListMyFlights	1589281494289	1589281494293	OK	 
REQUEST	2824		AirlineLogged	1589281494299	1589281494299	OK	 
REQUEST	2824		AirlineLogged Redirect 1	1589281494300	1589281494301	OK	 
REQUEST	1524		ShowFlight	1589281494299	1589281494301	OK	 
REQUEST	1523		ShowFlight	1589281494299	1589281494302	OK	 
USER	AirlineConsultaVuelo	1124	END	1589281431274	1589281494309
USER	AirlineConsultaVuelo	4276	START	1589281494309	1589281494309
REQUEST	2825		AirlineLogged	1589281494309	1589281494310	OK	 
REQUEST	3925		Login	1589281494309	1589281494310	OK	 
REQUEST	4276		Home	1589281494309	1589281494312	OK	 
REQUEST	2825		AirlineLogged Redirect 1	1589281494310	1589281494312	OK	 
REQUEST	1525		ShowFlight	1589281494320	1589281494324	OK	 
REQUEST	2275		ListMyFlights	1589281494320	1589281494326	OK	 
USER	AirlineConsultaVuelo	1125	END	1589281431289	1589281494331
USER	AirlineConsultaVuelo	4277	START	1589281494331	1589281494331
REQUEST	3926		Login	1589281494331	1589281494332	OK	 
REQUEST	4277		Home	1589281494331	1589281494334	OK	 
USER	AirlineConsultaVuelo	1126	END	1589281431310	1589281494342
REQUEST	2826		AirlineLogged	1589281494342	1589281494344	OK	 
REQUEST	1526		ShowFlight	1589281494342	1589281494345	OK	 
REQUEST	2826		AirlineLogged Redirect 1	1589281494344	1589281494346	OK	 
REQUEST	2276		ListMyFlights	1589281494342	1589281494347	OK	 
USER	AirlineConsultaVuelo	4278	START	1589281494353	1589281494353
REQUEST	3927		Login	1589281494353	1589281494354	OK	 
REQUEST	4278		Home	1589281494353	1589281494355	OK	 
REQUEST	2277		ListMyFlights	1589281494353	1589281494359	OK	 
REQUEST	2827		AirlineLogged	1589281494363	1589281494364	OK	 
REQUEST	2827		AirlineLogged Redirect 1	1589281494364	1589281494366	OK	 
REQUEST	1527		ShowFlight	1589281494363	1589281494366	OK	 
USER	AirlineConsultaVuelo	1127	END	1589281431330	1589281494374
USER	AirlineConsultaVuelo	4279	START	1589281494374	1589281494374
REQUEST	3928		Login	1589281494374	1589281494375	OK	 
REQUEST	4279		Home	1589281494374	1589281494377	OK	 
REQUEST	2828		AirlineLogged	1589281494379	1589281494379	OK	 
REQUEST	3929		Login	1589281494379	1589281494379	OK	 
REQUEST	2828		AirlineLogged Redirect 1	1589281494379	1589281494381	OK	 
REQUEST	2278		ListMyFlights	1589281494379	1589281494383	OK	 
USER	AirlineConsultaVuelo	1128	END	1589281431351	1589281494389
USER	AirlineConsultaVuelo	4280	START	1589281494389	1589281494389
REQUEST	1528		ShowFlight	1589281494389	1589281494391	OK	 
REQUEST	4280		Home	1589281494389	1589281494391	OK	 
REQUEST	2829		AirlineLogged	1589281494399	1589281494401	OK	 
REQUEST	1529		ShowFlight	1589281494399	1589281494402	OK	 
REQUEST	2829		AirlineLogged Redirect 1	1589281494401	1589281494403	OK	 
REQUEST	2279		ListMyFlights	1589281494399	1589281494404	OK	 
USER	AirlineConsultaVuelo	1129	END	1589281431372	1589281494410
USER	AirlineConsultaVuelo	4281	START	1589281494410	1589281494410
REQUEST	2830		AirlineLogged	1589281494410	1589281494411	OK	 
REQUEST	3930		Login	1589281494410	1589281494411	OK	 
REQUEST	4281		Home	1589281494410	1589281494412	OK	 
REQUEST	2830		AirlineLogged Redirect 1	1589281494411	1589281494412	OK	 
REQUEST	1530		ShowFlight	1589281494420	1589281494422	OK	 
REQUEST	2280		ListMyFlights	1589281494420	1589281494424	OK	 
USER	AirlineConsultaVuelo	1130	END	1589281431393	1589281494431
USER	AirlineConsultaVuelo	4282	START	1589281494431	1589281494431
REQUEST	3931		Login	1589281494431	1589281494432	OK	 
REQUEST	4282		Home	1589281494431	1589281494434	OK	 
REQUEST	2831		AirlineLogged	1589281494442	1589281494443	OK	 
REQUEST	2831		AirlineLogged Redirect 1	1589281494443	1589281494445	OK	 
REQUEST	2281		ListMyFlights	1589281494442	1589281494446	OK	 
USER	AirlineConsultaVuelo	1131	END	1589281431413	1589281494452
USER	AirlineConsultaVuelo	1132	END	1589281431429	1589281494452
USER	AirlineConsultaVuelo	4283	START	1589281494452	1589281494452
REQUEST	3932		Login	1589281494452	1589281494453	OK	 
REQUEST	1531		ShowFlight	1589281494452	1589281494455	OK	 
REQUEST	4283		Home	1589281494452	1589281494455	OK	 
REQUEST	2282		ListMyFlights	1589281494452	1589281494456	OK	 
REQUEST	2832		AirlineLogged	1589281494463	1589281494463	OK	 
REQUEST	2832		AirlineLogged Redirect 1	1589281494463	1589281494465	OK	 
REQUEST	1532		ShowFlight	1589281494463	1589281494465	OK	 
USER	AirlineConsultaVuelo	4284	START	1589281494473	1589281494473
REQUEST	3933		Login	1589281494473	1589281494474	OK	 
REQUEST	4284		Home	1589281494473	1589281494476	OK	 
USER	AirlineConsultaVuelo	1133	END	1589281431449	1589281494484
REQUEST	2833		AirlineLogged	1589281494484	1589281494486	OK	 
REQUEST	2833		AirlineLogged Redirect 1	1589281494486	1589281494488	OK	 
REQUEST	2283		ListMyFlights	1589281494484	1589281494488	OK	 
USER	AirlineConsultaVuelo	4285	START	1589281494494	1589281494494
REQUEST	2834		AirlineLogged	1589281494494	1589281494495	OK	 
REQUEST	3934		Login	1589281494494	1589281494494	OK	 
REQUEST	1533		ShowFlight	1589281494494	1589281494496	OK	 
REQUEST	4285		Home	1589281494494	1589281494496	OK	 
REQUEST	2834		AirlineLogged Redirect 1	1589281494495	1589281494496	OK	 
REQUEST	1534		ShowFlight	1589281494505	1589281494508	OK	 
USER	AirlineConsultaVuelo	1134	END	1589281431471	1589281494509
USER	AirlineConsultaVuelo	4286	START	1589281494509	1589281494509
REQUEST	2835		AirlineLogged	1589281494509	1589281494509	OK	 
REQUEST	3935		Login	1589281494509	1589281494509	OK	 
REQUEST	2284		ListMyFlights	1589281494505	1589281494511	OK	 
REQUEST	2835		AirlineLogged Redirect 1	1589281494510	1589281494511	OK	 
REQUEST	4286		Home	1589281494509	1589281494511	OK	 
REQUEST	3936		Login	1589281494519	1589281494520	OK	 
REQUEST	1535		ShowFlight	1589281494519	1589281494521	OK	 
REQUEST	2285		ListMyFlights	1589281494519	1589281494523	OK	 
USER	AirlineConsultaVuelo	1135	END	1589281431492	1589281494530
USER	AirlineConsultaVuelo	4287	START	1589281494529	1589281494529
REQUEST	4287		Home	1589281494530	1589281494532	OK	 
REQUEST	1536		ShowFlight	1589281494540	1589281494543	OK	 
REQUEST	2286		ListMyFlights	1589281494540	1589281494545	OK	 
USER	AirlineConsultaVuelo	4288	START	1589281494550	1589281494550
REQUEST	3937		Login	1589281494551	1589281494552	OK	 
REQUEST	2836		AirlineLogged	1589281494551	1589281494553	OK	 
REQUEST	4288		Home	1589281494551	1589281494554	OK	 
REQUEST	2836		AirlineLogged Redirect 1	1589281494553	1589281494555	OK	 
REQUEST	2287		ListMyFlights	1589281494551	1589281494555	OK	 
REQUEST	2837		AirlineLogged	1589281494561	1589281494562	OK	 
REQUEST	1537		ShowFlight	1589281494561	1589281494563	OK	 
REQUEST	2837		AirlineLogged Redirect 1	1589281494562	1589281494563	OK	 
USER	AirlineConsultaVuelo	4289	START	1589281494571	1589281494571
REQUEST	3938		Login	1589281494571	1589281494573	OK	 
REQUEST	4289		Home	1589281494572	1589281494575	OK	 
REQUEST	2839		AirlineLogged	1589281494582	1589281494583	OK	 
REQUEST	3939		Login	1589281494582	1589281494583	OK	 
REQUEST	2838		AirlineLogged	1589281494582	1589281494584	OK	 
REQUEST	2839		AirlineLogged Redirect 1	1589281494583	1589281494585	OK	 
REQUEST	2838		AirlineLogged Redirect 1	1589281494584	1589281494586	OK	 
REQUEST	2288		ListMyFlights	1589281494582	1589281494589	OK	 
USER	AirlineConsultaVuelo	4290	START	1589281494593	1589281494593
REQUEST	1538		ShowFlight	1589281494593	1589281494596	OK	 
REQUEST	4290		Home	1589281494594	1589281494597	OK	 
USER	AirlineConsultaVuelo	1137	END	1589281431529	1589281494604
USER	AirlineConsultaVuelo	1138	END	1589281431550	1589281494604
USER	AirlineConsultaVuelo	1139	END	1589281431571	1589281494609
USER	AirlineConsultaVuelo	1136	END	1589281431514	1589281494609
USER	AirlineConsultaVuelo	4291	START	1589281494609	1589281494609
REQUEST	3940		Login	1589281494609	1589281494610	OK	 
REQUEST	1539		ShowFlight	1589281494609	1589281494612	OK	 
REQUEST	4291		Home	1589281494609	1589281494612	OK	 
REQUEST	2289		ListMyFlights	1589281494604	1589281494612	OK	 
USER	AirlineConsultaVuelo	1140	END	1589281431592	1589281494619
REQUEST	2840		AirlineLogged	1589281494619	1589281494620	OK	 
REQUEST	1540		ShowFlight	1589281494619	1589281494621	OK	 
REQUEST	2290		ListMyFlights	1589281494619	1589281494623	OK	 
REQUEST	2840		AirlineLogged Redirect 1	1589281494620	1589281494623	OK	 
USER	AirlineConsultaVuelo	4292	START	1589281494629	1589281494629
REQUEST	3941		Login	1589281494629	1589281494630	OK	 
REQUEST	4292		Home	1589281494630	1589281494632	OK	 
REQUEST	2291		ListMyFlights	1589281494629	1589281494633	OK	 
REQUEST	2841		AirlineLogged	1589281494640	1589281494641	OK	 
REQUEST	2841		AirlineLogged Redirect 1	1589281494641	1589281494643	OK	 
REQUEST	1541		ShowFlight	1589281494640	1589281494643	OK	 
USER	AirlineConsultaVuelo	1141	END	1589281431613	1589281494650
USER	AirlineConsultaVuelo	4293	START	1589281494650	1589281494650
REQUEST	3942		Login	1589281494650	1589281494651	OK	 
REQUEST	4293		Home	1589281494651	1589281494653	OK	 
USER	AirlineConsultaVuelo	1142	END	1589281431629	1589281494661
REQUEST	2842		AirlineLogged	1589281494661	1589281494663	OK	 
REQUEST	3943		Login	1589281494661	1589281494663	OK	 
REQUEST	1542		ShowFlight	1589281494661	1589281494664	OK	 
REQUEST	2842		AirlineLogged Redirect 1	1589281494663	1589281494665	OK	 
REQUEST	2292		ListMyFlights	1589281494661	1589281494666	OK	 
USER	AirlineConsultaVuelo	4294	START	1589281494672	1589281494672
REQUEST	4294		Home	1589281494672	1589281494675	OK	 
REQUEST	2843		AirlineLogged	1589281494682	1589281494684	OK	 
REQUEST	2843		AirlineLogged Redirect 1	1589281494685	1589281494686	OK	 
REQUEST	2293		ListMyFlights	1589281494682	1589281494687	OK	 
USER	AirlineConsultaVuelo	1143	END	1589281431650	1589281494693
USER	AirlineConsultaVuelo	4295	START	1589281494693	1589281494693
